carnet,nombre,carrera,departamento,promedio
EST027605,Estudiante 27605,Administración,San Salvador,7.68
EST027606,Estudiante 27606,Administración,San Salvador,7.0
EST027607,Estudiante 27607,Ingeniería Industrial,La Libertad,8.56
EST027608,Estudiante 27608,Administración,La Libertad,9.11
EST027609,Estudiante 27609,Arquitectura,La Libertad,7.29
EST027610,Estudiante 27610,Contaduría,San Salvador,8.28
EST027611,Estudiante 27611,Administración,San Miguel,7.4
EST027612,Estudiante 27612,Ingeniería Industrial,San Miguel,7.53
EST027613,Estudiante 27613,Administración,Sonsonate,7.75
EST027614,Estudiante 27614,Administración,San Miguel,8.17
EST027615,Estudiante 27615,Arquitectura,Santa Ana,7.89
EST027616,Estudiante 27616,Ingeniería en Sistemas,Sonsonate,5.4
EST027617,Estudiante 27617,Ingeniería Industrial,Santa Ana,9.58
EST027618,Estudiante 27618,Administración,Santa Ana,5.47
EST027619,Estudiante 27619,Administración,San Salvador,6.27
EST027620,Estudiante 27620,Ingeniería Industrial,Santa Ana,9.45
EST027621,Estudiante 27621,Ingeniería Industrial,San Miguel,9.57
EST027622,Estudiante 27622,Contaduría,Santa Ana,9.92
EST027623,Estudiante 27623,Ingeniería Industrial,Santa Ana,8.86
EST027624,Estudiante 27624,Contaduría,La Libertad,9.52
EST027625,Estudiante 27625,Ingeniería Industrial,San Salvador,8.77
EST027626,Estudiante 27626,Administración,La Libertad,7.02
EST027627,Estudiante 27627,Ingeniería Industrial,La Libertad,6.76
EST027628,Estudiante 27628,Contaduría,San Salvador,9.55
EST027629,Estudiante 27629,Contaduría,San Miguel,6.33
EST027630,Estudiante 27630,Ingeniería Industrial,La Libertad,6.82
EST027631,Estudiante 27631,Ingeniería Industrial,Sonsonate,8.38
EST027632,Estudiante 27632,Arquitectura,San Miguel,8.08
EST027633,Estudiante 27633,Administración,San Miguel,5.14
EST027634,Estudiante 27634,Ingeniería Industrial,San Miguel,8.88
EST027635,Estudiante 27635,Ingeniería Industrial,La Libertad,7.89
EST027636,Estudiante 27636,Contaduría,San Salvador,6.34
EST027637,Estudiante 27637,Contaduría,San Miguel,5.09
EST027638,Estudiante 27638,Ingeniería Industrial,Sonsonate,9.06
EST027639,Estudiante 27639,Ingeniería Industrial,Santa Ana,5.31
EST027640,Estudiante 27640,Administración,San Miguel,5.12
EST027641,Estudiante 27641,Arquitectura,Sonsonate,5.25
EST027642,Estudiante 27642,Administración,San Miguel,8.14
EST027643,Estudiante 27643,Ingeniería Industrial,San Salvador,8.06
EST027644,Estudiante 27644,Ingeniería Industrial,La Libertad,8.96
EST027645,Estudiante 27645,Contaduría,Santa Ana,6.17
EST027646,Estudiante 27646,Ingeniería en Sistemas,La Libertad,6.96
EST027647,Estudiante 27647,Contaduría,San Miguel,6.14
EST027648,Estudiante 27648,Ingeniería en Sistemas,San Miguel,5.02
EST027649,Estudiante 27649,Arquitectura,Sonsonate,9.39
EST027650,Estudiante 27650,Arquitectura,Santa Ana,6.95
EST027651,Estudiante 27651,Ingeniería en Sistemas,La Libertad,9.18
EST027652,Estudiante 27652,Contaduría,La Libertad,9.59
EST027653,Estudiante 27653,Ingeniería en Sistemas,La Libertad,5.1
EST027654,Estudiante 27654,Ingeniería Industrial,San Miguel,8.02
EST027655,Estudiante 27655,Administración,La Libertad,7.71
EST027656,Estudiante 27656,Arquitectura,La Libertad,7.15
EST027657,Estudiante 27657,Ingeniería Industrial,San Miguel,9.72
EST027658,Estudiante 27658,Ingeniería en Sistemas,Santa Ana,6.3
EST027659,Estudiante 27659,Contaduría,Santa Ana,9.15
EST027660,Estudiante 27660,Ingeniería Industrial,Sonsonate,6.1
EST027661,Estudiante 27661,Ingeniería Industrial,Santa Ana,7.68
EST027662,Estudiante 27662,Arquitectura,La Libertad,6.67
EST027663,Estudiante 27663,Administración,Sonsonate,8.58
EST027664,Estudiante 27664,Contaduría,Sonsonate,6.25
EST027665,Estudiante 27665,Ingeniería en Sistemas,La Libertad,9.94
EST027666,Estudiante 27666,Ingeniería Industrial,Sonsonate,6.1
EST027667,Estudiante 27667,Contaduría,Sonsonate,9.31
EST027668,Estudiante 27668,Ingeniería Industrial,Sonsonate,8.64
EST027669,Estudiante 27669,Arquitectura,La Libertad,8.34
EST027670,Estudiante 27670,Arquitectura,La Libertad,9.68
EST027671,Estudiante 27671,Arquitectura,San Salvador,7.14
EST027672,Estudiante 27672,Ingeniería en Sistemas,Santa Ana,9.01
EST027673,Estudiante 27673,Contaduría,Santa Ana,6.48
EST027674,Estudiante 27674,Ingeniería Industrial,San Miguel,6.78
EST027675,Estudiante 27675,Contaduría,Santa Ana,5.64
EST027676,Estudiante 27676,Ingeniería Industrial,San Miguel,8.75
EST027677,Estudiante 27677,Administración,La Libertad,8.57
EST027678,Estudiante 27678,Ingeniería en Sistemas,San Miguel,6.53
EST027679,Estudiante 27679,Administración,San Miguel,6.78
EST027680,Estudiante 27680,Ingeniería en Sistemas,Santa Ana,7.67
EST027681,Estudiante 27681,Arquitectura,San Miguel,8.86
EST027682,Estudiante 27682,Administración,San Salvador,9.7
EST027683,Estudiante 27683,Ingeniería en Sistemas,La Libertad,5.85
EST027684,Estudiante 27684,Ingeniería Industrial,San Salvador,9.97
EST027685,Estudiante 27685,Ingeniería en Sistemas,La Libertad,8.02
EST027686,Estudiante 27686,Ingeniería en Sistemas,Sonsonate,6.29
EST027687,Estudiante 27687,Ingeniería Industrial,La Libertad,8.56
EST027688,Estudiante 27688,Ingeniería Industrial,La Libertad,9.92
EST027689,Estudiante 27689,Contaduría,San Salvador,8.81
EST027690,Estudiante 27690,Ingeniería Industrial,San Miguel,9.69
EST027691,Estudiante 27691,Administración,La Libertad,5.43
EST027692,Estudiante 27692,Contaduría,La Libertad,8.93
EST027693,Estudiante 27693,Arquitectura,San Miguel,6.31
EST027694,Estudiante 27694,Arquitectura,Santa Ana,8.44
EST027695,Estudiante 27695,Administración,Sonsonate,8.88
EST027696,Estudiante 27696,Arquitectura,Sonsonate,7.12
EST027697,Estudiante 27697,Ingeniería Industrial,La Libertad,8.41
EST027698,Estudiante 27698,Ingeniería Industrial,Sonsonate,6.46
EST027699,Estudiante 27699,Arquitectura,San Miguel,9.6
EST027700,Estudiante 27700,Ingeniería en Sistemas,Santa Ana,5.44
EST027701,Estudiante 27701,Ingeniería Industrial,La Libertad,9.47
EST027702,Estudiante 27702,Administración,San Miguel,9.24
EST027703,Estudiante 27703,Administración,San Miguel,7.28
EST027704,Estudiante 27704,Arquitectura,Santa Ana,8.46
EST027705,Estudiante 27705,Arquitectura,San Salvador,7.94
EST027706,Estudiante 27706,Administración,Sonsonate,9.05
EST027707,Estudiante 27707,Arquitectura,Santa Ana,7.8
EST027708,Estudiante 27708,Arquitectura,Santa Ana,8.21
EST027709,Estudiante 27709,Ingeniería Industrial,San Salvador,9.24
EST027710,Estudiante 27710,Contaduría,Santa Ana,5.77
EST027711,Estudiante 27711,Ingeniería Industrial,San Miguel,9.04
EST027712,Estudiante 27712,Ingeniería Industrial,Santa Ana,8.55
EST027713,Estudiante 27713,Arquitectura,La Libertad,8.43
EST027714,Estudiante 27714,Ingeniería Industrial,San Miguel,6.53
EST027715,Estudiante 27715,Ingeniería Industrial,San Salvador,9.69
EST027716,Estudiante 27716,Ingeniería en Sistemas,Santa Ana,5.44
EST027717,Estudiante 27717,Contaduría,Sonsonate,7.73
EST027718,Estudiante 27718,Administración,San Miguel,6.19
EST027719,Estudiante 27719,Administración,San Salvador,5.41
EST027720,Estudiante 27720,Arquitectura,San Salvador,6.99
EST027721,Estudiante 27721,Administración,San Miguel,9.43
EST027722,Estudiante 27722,Contaduría,San Salvador,5.74
EST027723,Estudiante 27723,Ingeniería Industrial,San Miguel,6.81
EST027724,Estudiante 27724,Ingeniería Industrial,La Libertad,9.11
EST027725,Estudiante 27725,Contaduría,San Miguel,6.97
EST027726,Estudiante 27726,Administración,La Libertad,8.78
EST027727,Estudiante 27727,Ingeniería Industrial,La Libertad,5.37
EST027728,Estudiante 27728,Contaduría,La Libertad,7.87
EST027729,Estudiante 27729,Administración,Sonsonate,5.05
EST027730,Estudiante 27730,Ingeniería Industrial,San Miguel,5.15
EST027731,Estudiante 27731,Contaduría,La Libertad,7.29
EST027732,Estudiante 27732,Contaduría,La Libertad,5.79
EST027733,Estudiante 27733,Ingeniería en Sistemas,Santa Ana,7.69
EST027734,Estudiante 27734,Arquitectura,Santa Ana,7.07
EST027735,Estudiante 27735,Administración,Santa Ana,6.67
EST027736,Estudiante 27736,Administración,Sonsonate,9.45
EST027737,Estudiante 27737,Contaduría,Santa Ana,9.18
EST027738,Estudiante 27738,Arquitectura,La Libertad,5.17
EST027739,Estudiante 27739,Ingeniería en Sistemas,Santa Ana,7.51
EST027740,Estudiante 27740,Contaduría,San Salvador,8.14
EST027741,Estudiante 27741,Contaduría,San Miguel,6.16
EST027742,Estudiante 27742,Contaduría,Sonsonate,9.6
EST027743,Estudiante 27743,Contaduría,Santa Ana,9.3
EST027744,Estudiante 27744,Administración,Santa Ana,6.9
EST027745,Estudiante 27745,Administración,San Miguel,9.99
EST027746,Estudiante 27746,Administración,San Salvador,9.19
EST027747,Estudiante 27747,Ingeniería Industrial,San Miguel,8.13
EST027748,Estudiante 27748,Administración,La Libertad,7.81
EST027749,Estudiante 27749,Administración,San Salvador,9.92
EST027750,Estudiante 27750,Ingeniería Industrial,Santa Ana,7.22
EST027751,Estudiante 27751,Contaduría,Sonsonate,5.66
EST027752,Estudiante 27752,Ingeniería Industrial,San Salvador,8.37
EST027753,Estudiante 27753,Ingeniería Industrial,Sonsonate,6.41
EST027754,Estudiante 27754,Ingeniería en Sistemas,San Miguel,9.42
EST027755,Estudiante 27755,Ingeniería Industrial,La Libertad,7.91
EST027756,Estudiante 27756,Arquitectura,San Salvador,5.71
EST027757,Estudiante 27757,Contaduría,Santa Ana,6.0
EST027758,Estudiante 27758,Arquitectura,San Miguel,5.91
EST027759,Estudiante 27759,Contaduría,Santa Ana,6.47
EST027760,Estudiante 27760,Ingeniería en Sistemas,San Miguel,6.46
EST027761,Estudiante 27761,Contaduría,La Libertad,7.15
EST027762,Estudiante 27762,Arquitectura,La Libertad,7.83
EST027763,Estudiante 27763,Administración,Santa Ana,7.53
EST027764,Estudiante 27764,Contaduría,San Miguel,5.88
EST027765,Estudiante 27765,Arquitectura,San Miguel,8.13
EST027766,Estudiante 27766,Arquitectura,Sonsonate,7.98
EST027767,Estudiante 27767,Administración,San Salvador,7.85
EST027768,Estudiante 27768,Contaduría,Sonsonate,5.11
EST027769,Estudiante 27769,Contaduría,Sonsonate,8.88
EST027770,Estudiante 27770,Administración,La Libertad,7.42
EST027771,Estudiante 27771,Ingeniería en Sistemas,Sonsonate,6.05
EST027772,Estudiante 27772,Administración,Santa Ana,7.19
EST027773,Estudiante 27773,Arquitectura,Santa Ana,6.1
EST027774,Estudiante 27774,Ingeniería en Sistemas,San Salvador,8.7
EST027775,Estudiante 27775,Ingeniería Industrial,Sonsonate,7.46
EST027776,Estudiante 27776,Administración,San Miguel,7.41
EST027777,Estudiante 27777,Arquitectura,San Salvador,7.92
EST027778,Estudiante 27778,Contaduría,San Miguel,6.49
EST027779,Estudiante 27779,Ingeniería en Sistemas,Sonsonate,8.91
EST027780,Estudiante 27780,Ingeniería en Sistemas,Sonsonate,5.33
EST027781,Estudiante 27781,Ingeniería Industrial,Sonsonate,9.66
EST027782,Estudiante 27782,Contaduría,Santa Ana,6.0
EST027783,Estudiante 27783,Ingeniería Industrial,San Salvador,7.6
EST027784,Estudiante 27784,Contaduría,La Libertad,8.47
EST027785,Estudiante 27785,Contaduría,San Miguel,7.74
EST027786,Estudiante 27786,Arquitectura,Sonsonate,7.59
EST027787,Estudiante 27787,Administración,La Libertad,6.99
EST027788,Estudiante 27788,Ingeniería Industrial,La Libertad,6.1
EST027789,Estudiante 27789,Administración,San Miguel,6.43
EST027790,Estudiante 27790,Ingeniería Industrial,La Libertad,8.33
EST027791,Estudiante 27791,Administración,Santa Ana,8.64
EST027792,Estudiante 27792,Contaduría,San Miguel,6.26
EST027793,Estudiante 27793,Arquitectura,Santa Ana,7.65
EST027794,Estudiante 27794,Administración,Sonsonate,9.6
EST027795,Estudiante 27795,Ingeniería en Sistemas,San Salvador,5.97
EST027796,Estudiante 27796,Arquitectura,San Miguel,7.82
EST027797,Estudiante 27797,Administración,Santa Ana,9.62
EST027798,Estudiante 27798,Ingeniería Industrial,San Miguel,8.34
EST027799,Estudiante 27799,Ingeniería en Sistemas,San Miguel,9.27
EST027800,Estudiante 27800,Contaduría,San Miguel,9.65
EST027801,Estudiante 27801,Administración,San Miguel,9.57
EST027802,Estudiante 27802,Contaduría,Santa Ana,5.52
EST027803,Estudiante 27803,Administración,San Salvador,5.73
EST027804,Estudiante 27804,Ingeniería en Sistemas,Santa Ana,6.21
EST027805,Estudiante 27805,Ingeniería Industrial,Santa Ana,5.31
EST027806,Estudiante 27806,Administración,San Salvador,5.2
EST027807,Estudiante 27807,Contaduría,La Libertad,5.69
EST027808,Estudiante 27808,Arquitectura,La Libertad,7.87
EST027809,Estudiante 27809,Ingeniería Industrial,Santa Ana,5.2
EST027810,Estudiante 27810,Contaduría,Santa Ana,6.75
EST027811,Estudiante 27811,Ingeniería en Sistemas,Sonsonate,5.4
EST027812,Estudiante 27812,Arquitectura,La Libertad,6.2
EST027813,Estudiante 27813,Administración,San Miguel,9.2
EST027814,Estudiante 27814,Ingeniería en Sistemas,San Salvador,8.62
EST027815,Estudiante 27815,Ingeniería Industrial,San Miguel,5.98
EST027816,Estudiante 27816,Administración,La Libertad,9.43
EST027817,Estudiante 27817,Administración,San Salvador,9.38
EST027818,Estudiante 27818,Ingeniería en Sistemas,Sonsonate,8.41
EST027819,Estudiante 27819,Arquitectura,La Libertad,7.42
EST027820,Estudiante 27820,Administración,Sonsonate,7.09
EST027821,Estudiante 27821,Ingeniería Industrial,Sonsonate,7.74
EST027822,Estudiante 27822,Contaduría,San Miguel,8.97
EST027823,Estudiante 27823,Ingeniería Industrial,San Salvador,9.31
EST027824,Estudiante 27824,Administración,Santa Ana,7.75
EST027825,Estudiante 27825,Ingeniería en Sistemas,Santa Ana,6.62
EST027826,Estudiante 27826,Arquitectura,La Libertad,9.95
EST027827,Estudiante 27827,Contaduría,San Miguel,7.25
EST027828,Estudiante 27828,Contaduría,Santa Ana,8.43
EST027829,Estudiante 27829,Ingeniería en Sistemas,San Salvador,6.6
EST027830,Estudiante 27830,Contaduría,Sonsonate,5.61
EST027831,Estudiante 27831,Ingeniería en Sistemas,Santa Ana,6.36
EST027832,Estudiante 27832,Administración,Santa Ana,5.77
EST027833,Estudiante 27833,Administración,Santa Ana,8.15
EST027834,Estudiante 27834,Administración,La Libertad,8.26
EST027835,Estudiante 27835,Administración,Santa Ana,7.94
EST027836,Estudiante 27836,Arquitectura,Santa Ana,6.07
EST027837,Estudiante 27837,Administración,San Salvador,6.53
EST027838,Estudiante 27838,Administración,Sonsonate,7.82
EST027839,Estudiante 27839,Contaduría,La Libertad,5.28
EST027840,Estudiante 27840,Arquitectura,San Miguel,8.0
EST027841,Estudiante 27841,Ingeniería en Sistemas,La Libertad,7.07
EST027842,Estudiante 27842,Administración,Santa Ana,9.71
EST027843,Estudiante 27843,Ingeniería Industrial,San Miguel,7.53
EST027844,Estudiante 27844,Contaduría,San Salvador,7.52
EST027845,Estudiante 27845,Arquitectura,Sonsonate,5.5
EST027846,Estudiante 27846,Contaduría,La Libertad,9.76
EST027847,Estudiante 27847,Arquitectura,Sonsonate,5.57
EST027848,Estudiante 27848,Contaduría,San Miguel,7.64
EST027849,Estudiante 27849,Contaduría,Santa Ana,8.85
EST027850,Estudiante 27850,Ingeniería Industrial,La Libertad,8.48
EST027851,Estudiante 27851,Arquitectura,La Libertad,6.71
EST027852,Estudiante 27852,Arquitectura,San Miguel,9.42
EST027853,Estudiante 27853,Arquitectura,Sonsonate,9.21
EST027854,Estudiante 27854,Ingeniería en Sistemas,San Miguel,6.28
EST027855,Estudiante 27855,Ingeniería en Sistemas,Santa Ana,7.92
EST027856,Estudiante 27856,Ingeniería Industrial,Sonsonate,8.34
EST027857,Estudiante 27857,Contaduría,San Salvador,6.38
EST027858,Estudiante 27858,Ingeniería en Sistemas,La Libertad,6.62
EST027859,Estudiante 27859,Ingeniería Industrial,Sonsonate,5.03
EST027860,Estudiante 27860,Arquitectura,La Libertad,6.48
EST027861,Estudiante 27861,Administración,San Salvador,6.79
EST027862,Estudiante 27862,Contaduría,Sonsonate,5.31
EST027863,Estudiante 27863,Ingeniería Industrial,Santa Ana,7.28
EST027864,Estudiante 27864,Arquitectura,La Libertad,6.82
EST027865,Estudiante 27865,Arquitectura,La Libertad,9.51
EST027866,Estudiante 27866,Ingeniería en Sistemas,San Miguel,6.52
EST027867,Estudiante 27867,Contaduría,San Salvador,8.56
EST027868,Estudiante 27868,Arquitectura,San Miguel,5.58
EST027869,Estudiante 27869,Ingeniería Industrial,La Libertad,8.28
EST027870,Estudiante 27870,Arquitectura,Sonsonate,7.09
EST027871,Estudiante 27871,Arquitectura,San Miguel,7.09
EST027872,Estudiante 27872,Arquitectura,Sonsonate,9.16
EST027873,Estudiante 27873,Administración,La Libertad,6.43
EST027874,Estudiante 27874,Ingeniería en Sistemas,Sonsonate,8.9
EST027875,Estudiante 27875,Ingeniería en Sistemas,Sonsonate,6.76
EST027876,Estudiante 27876,Ingeniería Industrial,La Libertad,6.16
EST027877,Estudiante 27877,Arquitectura,San Salvador,6.14
EST027878,Estudiante 27878,Administración,Santa Ana,5.03
EST027879,Estudiante 27879,Administración,San Miguel,7.53
EST027880,Estudiante 27880,Contaduría,San Miguel,5.82
EST027881,Estudiante 27881,Arquitectura,La Libertad,9.18
EST027882,Estudiante 27882,Ingeniería en Sistemas,San Salvador,9.36
EST027883,Estudiante 27883,Contaduría,Santa Ana,8.44
EST027884,Estudiante 27884,Ingeniería en Sistemas,La Libertad,7.89
EST027885,Estudiante 27885,Ingeniería Industrial,La Libertad,6.77
EST027886,Estudiante 27886,Ingeniería Industrial,San Salvador,7.27
EST027887,Estudiante 27887,Administración,La Libertad,8.57
EST027888,Estudiante 27888,Contaduría,San Miguel,7.38
EST027889,Estudiante 27889,Arquitectura,Sonsonate,6.22
EST027890,Estudiante 27890,Ingeniería en Sistemas,San Salvador,9.1
EST027891,Estudiante 27891,Contaduría,La Libertad,5.8
EST027892,Estudiante 27892,Administración,San Salvador,5.25
EST027893,Estudiante 27893,Administración,San Salvador,7.58
EST027894,Estudiante 27894,Arquitectura,San Miguel,5.23
EST027895,Estudiante 27895,Administración,Santa Ana,5.88
EST027896,Estudiante 27896,Contaduría,Santa Ana,5.05
EST027897,Estudiante 27897,Administración,La Libertad,7.25
EST027898,Estudiante 27898,Administración,San Salvador,9.84
EST027899,Estudiante 27899,Arquitectura,Santa Ana,9.38
EST027900,Estudiante 27900,Arquitectura,San Miguel,9.96
EST027901,Estudiante 27901,Arquitectura,Santa Ana,7.56
EST027902,Estudiante 27902,Ingeniería Industrial,La Libertad,5.03
EST027903,Estudiante 27903,Ingeniería en Sistemas,San Miguel,9.98
EST027904,Estudiante 27904,Contaduría,Sonsonate,5.86
EST027905,Estudiante 27905,Administración,Santa Ana,7.88
EST027906,Estudiante 27906,Arquitectura,Santa Ana,9.89
EST027907,Estudiante 27907,Administración,Sonsonate,7.62
EST027908,Estudiante 27908,Ingeniería Industrial,San Salvador,7.95
EST027909,Estudiante 27909,Administración,Sonsonate,9.03
EST027910,Estudiante 27910,Contaduría,Sonsonate,5.99
EST027911,Estudiante 27911,Arquitectura,Sonsonate,5.56
EST027912,Estudiante 27912,Contaduría,San Miguel,5.74
EST027913,Estudiante 27913,Ingeniería Industrial,San Salvador,9.98
EST027914,Estudiante 27914,Contaduría,San Miguel,8.64
EST027915,Estudiante 27915,Contaduría,San Miguel,9.21
EST027916,Estudiante 27916,Ingeniería en Sistemas,Santa Ana,5.3
EST027917,Estudiante 27917,Contaduría,Sonsonate,6.63
EST027918,Estudiante 27918,Arquitectura,Sonsonate,8.87
EST027919,Estudiante 27919,Ingeniería en Sistemas,Sonsonate,8.75
EST027920,Estudiante 27920,Contaduría,Santa Ana,8.33
EST027921,Estudiante 27921,Contaduría,San Miguel,8.36
EST027922,Estudiante 27922,Arquitectura,Sonsonate,8.27
